"ID","Sources","Emissions","Periods","EmissionsDutchTerritory_1"
"3832","A025423","A044116","2009JJ00","     0.1"
"3833","A025423","A044116","2010JJ00","     0.1"
"3834","A025423","A044116","2011JJ00","     0.1"
"3835","A025423","A044116","2012JJ00","     0.1"
"3836","A025423","A044116","2013JJ00","     0.1"
"3837","A025423","A044116","2014JJ00","     0.1"
"3838","A025423","A044116","2015JJ00","     0.1"
"3839","A025423","A044116","2016JJ00","     0.1"
"3840","A025423","A044116","2017JJ00","     0.1"
"3841","A025423","A044116","2018JJ00","     0.1"
"3842","A025423","A044116","2019JJ00","     0.1"
"3843","A025423","A044116","2020JJ00","     0.1"
"3844","A025423","A044117","1990JJ00","     0.0"
"3845","A025423","A044117","1991JJ00","     0.0"
"3846","A025423","A044117","1992JJ00","     0.0"
"3847","A025423","A044117","1993JJ00","     0.0"
"3848","A025423","A044117","1994JJ00","     0.0"
"3849","A025423","A044117","1995JJ00","     0.0"
"3850","A025423","A044117","1996JJ00","     0.0"
"3851","A025423","A044117","1997JJ00","     0.0"
"3852","A025423","A044117","1998JJ00","     0.0"
"3853","A025423","A044117","1999JJ00","     0.0"
"3854","A025423","A044117","2000JJ00","     0.0"
"3855","A025423","A044117","2001JJ00","     0.0"
"3856","A025423","A044117","2002JJ00","     0.0"
"3857","A025423","A044117","2003JJ00","     0.0"
"3858","A025423","A044117","2004JJ00","     0.0"
"3859","A025423","A044117","2005JJ00","     0.0"
"3860","A025423","A044117","2006JJ00","     0.0"
"3861","A025423","A044117","2007JJ00","     0.0"
"3862","A025423","A044117","2008JJ00","     0.0"
"3863","A025423","A044117","2009JJ00","     0.0"
"3864","A025423","A044117","2010JJ00","     0.0"
"3865","A025423","A044117","2011JJ00","     0.0"
"3866","A025423","A044117","2012JJ00","     0.0"
"3867","A025423","A044117","2013JJ00","     0.0"
"3868","A025423","A044117","2014JJ00","     0.0"
"3869","A025423","A044117","2015JJ00","     0.0"
"3870","A025423","A044117","2016JJ00","     0.0"
"3871","A025423","A044117","2017JJ00","     0.0"
"3872","A025423","A044117","2018JJ00","     0.0"
"3873","A025423","A044117","2019JJ00","     0.0"
"3874","A025423","A044117","2020JJ00","     0.0"
"3875","A025423","A044115","1990JJ00","     0.1"
"3876","A025423","A044115","1991JJ00","     0.1"
"3877","A025423","A044115","1992JJ00","     0.1"
"3878","A025423","A044115","1993JJ00","     0.1"
"3879","A025423","A044115","1994JJ00","     0.1"
"3880","A025423","A044115","1995JJ00","     0.1"
"3881","A025423","A044115","1996JJ00","     0.1"
"3882","A025423","A044115","1997JJ00","     0.1"
"3883","A025423","A044115","1998JJ00","     0.1"
"3884","A025423","A044115","1999JJ00","     0.1"
"3885","A025423","A044115","2000JJ00","     0.1"
"3886","A025423","A044115","2001JJ00","     0.1"
"3887","A025423","A044115","2002JJ00","     0.1"
"3888","A025423","A044115","2003JJ00","     0.1"
"3889","A025423","A044115","2004JJ00","     0.1"
"3890","A025423","A044115","2005JJ00","     0.1"
"3891","A025423","A044115","2006JJ00","     0.1"
"3892","A025423","A044115","2007JJ00","     0.1"
"3893","A025423","A044115","2008JJ00","     0.1"
"3894","A025423","A044115","2009JJ00","     0.1"
"3895","A025423","A044115","2010JJ00","     0.1"
"3896","A025423","A044115","2011JJ00","     0.1"
"3897","A025423","A044115","2012JJ00","     0.1"
"3898","A025423","A044115","2013JJ00","     0.1"
"3899","A025423","A044115","2014JJ00","     0.1"
"3900","A025423","A044115","2015JJ00","     0.1"
"3901","A025423","A044115","2016JJ00","     0.1"
"3902","A025423","A044115","2017JJ00","     0.1"
"3903","A025423","A044115","2018JJ00","     0.1"
"3904","A025423","A044115","2019JJ00","     0.1"
"3905","A025423","A044115","2020JJ00","     0.1"
"3906","A025423","A044107","1990JJ00","     0.0"
"3907","A025423","A044107","1991JJ00","     0.0"
"3908","A025423","A044107","1992JJ00","     0.0"
"3909","A025423","A044107","1993JJ00","     0.0"
"3910","A025423","A044107","1994JJ00","     0.0"
"3911","A025423","A044107","1995JJ00","     0.0"
"3912","A025423","A044107","1996JJ00","     0.0"
"3913","A025423","A044107","1997JJ00","     0.0"
"3914","A025423","A044107","1998JJ00","     0.0"
"3915","A025423","A044107","1999JJ00","     0.0"
"3916","A025423","A044107","2000JJ00","     0.0"
"3917","A025423","A044107","2001JJ00","     0.0"
"3918","A025423","A044107","2002JJ00","     0.0"
"3919","A025423","A044107","2003JJ00","     0.0"
"3920","A025423","A044107","2004JJ00","     0.0"
"3921","A025423","A044107","2005JJ00","     0.0"
"3922","A025423","A044107","2006JJ00","     0.0"
"3923","A025423","A044107","2007JJ00","     0.0"
"3924","A025423","A044107","2008JJ00","     0.0"
"3925","A025423","A044107","2009JJ00","     0.0"
"3926","A025423","A044107","2010JJ00","     0.0"
"3927","A025423","A044107","2011JJ00","     0.0"
"3928","A025423","A044107","2012JJ00","     0.0"
"3929","A025423","A044107","2013JJ00","     0.0"
"3930","A025423","A044107","2014JJ00","     0.0"
"3931","A025423","A044107","2015JJ00","     0.0"
"3932","A025423","A044107","2016JJ00","     0.0"
"3933","A025423","A044107","2017JJ00","     0.0"
"3934","A025423","A044107","2018JJ00","     0.0"
"3935","A025423","A044107","2019JJ00","     0.0"
"3936","A025423","A044107","2020JJ00","     0.0"
"3937","A025423","A044118","1990JJ00","     0.1"
"3938","A025423","A044118","1991JJ00","     0.1"
"3939","A025423","A044118","1992JJ00","     0.1"
"3940","A025423","A044118","1993JJ00","     0.1"
"3941","A025423","A044118","1994JJ00","     0.1"
"3942","A025423","A044118","1995JJ00","     0.1"
"3943","A025423","A044118","1996JJ00","     0.1"
"3944","A025423","A044118","1997JJ00","     0.1"
"3945","A025423","A044118","1998JJ00","     0.1"
"3946","A025423","A044118","1999JJ00","     0.1"
"3947","A025423","A044118","2000JJ00","     0.1"
"3948","A025423","A044118","2001JJ00","     0.1"
"3949","A025423","A044118","2002JJ00","     0.1"
"3950","A025423","A044118","2003JJ00","     0.1"
"3951","A025423","A044118","2004JJ00","     0.1"
"3952","A025423","A044118","2005JJ00","     0.1"
"3953","A025423","A044118","2006JJ00","     0.1"
"3954","A025423","A044118","2007JJ00","     0.1"
"3955","A025423","A044118","2008JJ00","     0.1"
"3956","A025423","A044118","2009JJ00","     0.1"
"3957","A025423","A044118","2010JJ00","     0.1"
"3958","A025423","A044118","2011JJ00","     0.1"
"3959","A025423","A044118","2012JJ00","     0.1"
"3960","A025423","A044118","2013JJ00","     0.1"
"3961","A025423","A044118","2014JJ00","     0.1"
"3962","A025423","A044118","2015JJ00","     0.1"
"3963","A025423","A044118","2016JJ00","     0.1"
"3964","A025423","A044118","2017JJ00","     0.1"
"3965","A025423","A044118","2018JJ00","     0.1"
"3966","A025423","A044118","2019JJ00","     0.1"
"3967","A025423","A044118","2020JJ00","     0.1"
"3968","A025423","A044112","1990JJ00","     2.2"
"3969","A025423","A044112","1991JJ00","     2.2"
"3970","A025423","A044112","1992JJ00","     2.3"
"3971","A025423","A044112","1993JJ00","     2.3"
"3972","A025423","A044112","1994JJ00","     2.3"
"3973","A025423","A044112","1995JJ00","     2.3"
"3974","A025423","A044112","1996JJ00","     2.4"
"3975","A025423","A044112","1997JJ00","     2.6"
"3976","A025423","A044112","1998JJ00","     2.5"
"3977","A025423","A044112","1999JJ00","     2.3"
"3978","A025423","A044112","2000JJ00","     2.8"
"3979","A025423","A044112","2001JJ00","     2.7"
"3980","A025423","A044112","2002JJ00","     2.6"
"3981","A025423","A044112","2003JJ00","     2.5"
"3982","A025423","A044112","2004JJ00","     2.7"
"3983","A025423","A044112","2005JJ00","     2.6"
"3984","A025423","A044112","2006JJ00","     2.6"
"3985","A025423","A044112","2007JJ00","     2.6"
"3986","A025423","A044112","2008JJ00","     2.6"
"3987","A025423","A044112","2009JJ00","     2.3"
"3988","A025423","A044112","2010JJ00","     2.6"
"3989","A025423","A044112","2011JJ00","     2.5"
"3990","A025423","A044112","2012JJ00","     2.1"
"3991","A025423","A044112","2013JJ00","     2.0"
"3992","A025423","A044112","2014JJ00","     2.1"
"3993","A025423","A044112","2015JJ00","     2.2"
"3994","A025423","A044112","2016JJ00","     2.2"
"3995","A025423","A044112","2017JJ00","     2.0"
"3996","A025423","A044112","2018JJ00","     1.7"
"3997","A025423","A044112","2019JJ00","     1.6"
"3998","A025423","A044112","2020JJ00","     1.6"
"3999","A025423","A044110","1990JJ00","     0.0"
"4000","A025423","A044110","1991JJ00","     0.0"
"4001","A025423","A044110","1992JJ00","     0.0"
"4002","A025423","A044110","1993JJ00","     0.0"
"4003","A025423","A044110","1994JJ00","     0.0"
"4004","A025423","A044110","1995JJ00","     0.0"
"4005","A025423","A044110","1996JJ00","     0.0"
"4006","A025423","A044110","1997JJ00","     0.0"
"4007","A025423","A044110","1998JJ00","     0.0"
"4008","A025423","A044110","1999JJ00","     0.0"
"4009","A025423","A044110","2000JJ00","     0.0"
"4010","A025423","A044110","2001JJ00","     0.0"
"4011","A025423","A044110","2002JJ00","     0.0"
"4012","A025423","A044110","2003JJ00","     0.0"
"4013","A025423","A044110","2004JJ00","     0.0"
"4014","A025423","A044110","2005JJ00","     0.0"
"4015","A025423","A044110","2006JJ00","     0.0"
"4016","A025423","A044110","2007JJ00","     0.0"
"4017","A025423","A044110","2008JJ00","     0.0"
"4018","A025423","A044110","2009JJ00","     0.0"
"4019","A025423","A044110","2010JJ00","     0.0"
"4020","A025423","A044110","2011JJ00","     0.0"
"4021","A025423","A044110","2012JJ00","     0.0"
"4022","A025423","A044110","2013JJ00","     0.0"
"4023","A025423","A044110","2014JJ00","     0.0"
"4024","A025423","A044110","2015JJ00","     0.0"
"4025","A025423","A044110","2016JJ00","     0.0"
"4026","A025423","A044110","2017JJ00","     0.0"
"4027","A025423","A044110","2018JJ00","     0.0"
"4028","A025423","A044110","2019JJ00","     0.0"
"4029","A025423","A044110","2020JJ00","     0.0"
"4030","A025423","A044114","1990JJ00","     0.1"
"4031","A025423","A044114","1991JJ00","     0.1"
"4032","A025423","A044114","1992JJ00","     0.1"
"4033","A025423","A044114","1993JJ00","     0.1"
"4034","A025423","A044114","1994JJ00","     0.1"
"4035","A025423","A044114","1995JJ00","     0.1"
"4036","A025423","A044114","1996JJ00","     0.1"
"4037","A025423","A044114","1997JJ00","     0.1"
"4038","A025423","A044114","1998JJ00","     0.1"
"4039","A025423","A044114","1999JJ00","     0.1"
"4040","A025423","A044114","2000JJ00","     0.1"
"4041","A025423","A044114","2001JJ00","     0.1"
"4042","A025423","A044114","2002JJ00","     0.1"
"4043","A025423","A044114","2003JJ00","     0.1"
"4044","A025423","A044114","2004JJ00","     0.1"
"4045","A025423","A044114","2005JJ00","     0.1"
"4046","A025423","A044114","2006JJ00","     0.1"
"4047","A025423","A044114","2007JJ00","     0.1"
"4048","A025423","A044114","2008JJ00","     0.1"
"4049","A025423","A044114","2009JJ00","     0.0"
"4050","A025423","A044114","2010JJ00","     0.0"
"4051","A025423","A044114","2011JJ00","     0.0"
"4052","A025423","A044114","2012JJ00","     0.0"
"4053","A025423","A044114","2013JJ00","     0.0"
"4054","A025423","A044114","2014JJ00","     0.0"
"4055","A025423","A044114","2015JJ00","     0.0"
"4056","A025423","A044114","2016JJ00","     0.0"
"4057","A025423","A044114","2017JJ00","     0.0"
"4058","A025423","A044114","2018JJ00","     0.0"
"4059","A025423","A044114","2019JJ00","     0.0"
"4060","A025423","A044114","2020JJ00","     0.0"
"4061","A025423","A044113","1990JJ00","     0.0"
"4062","A025423","A044113","1991JJ00","     0.0"
"4063","A025423","A044113","1992JJ00","     0.0"
"4064","A025423","A044113","1993JJ00","     0.0"
"4065","A025423","A044113","1994JJ00","     0.0"
"4066","A025423","A044113","1995JJ00","     0.1"
"4067","A025423","A044113","1996JJ00","     0.1"
"4068","A025423","A044113","1997JJ00","     0.1"
"4069","A025423","A044113","1998JJ00","     0.1"
"4070","A025423","A044113","1999JJ00","     0.1"
"4071","A025423","A044113","2000JJ00","     0.1"
"4072","A025423","A044113","2001JJ00","     0.1"
"4073","A025423","A044113","2002JJ00","     0.1"
"4074","A025423","A044113","2003JJ00","     0.1"
"4075","A025423","A044113","2004JJ00","     0.1"
"4076","A025423","A044113","2005JJ00","     0.1"
"4077","A025423","A044113","2006JJ00","     0.1"
"4078","A025423","A044113","2007JJ00","     0.1"
"4079","A025423","A044113","2008JJ00","     0.1"
"4080","A025423","A044113","2009JJ00","     0.1"
"4081","A025423","A044113","2010JJ00","     0.1"
"4082","A025423","A044113","2011JJ00","     0.1"
"4083","A025423","A044113","2012JJ00","     0.0"
"4084","A025423","A044113","2013JJ00","     0.0"
"4085","A025423","A044113","2014JJ00","     0.0"
"4086","A025423","A044113","2015JJ00","     0.0"
"4087","A025423","A044113","2016JJ00","     0.0"
"4088","A025423","A044113","2017JJ00","     0.0"
"4089","A025423","A044113","2018JJ00","     0.0"
"4090","A025423","A044113","2019JJ00","     0.0"
"4091","A025423","A044113","2020JJ00","     0.0"
"4092","A048110","A044109","1990JJ00","    32.1"
"4093","A048110","A044109","1991JJ00","    32.1"
"4094","A048110","A044109","1992JJ00","    32.2"
"4095","A048110","A044109","1993JJ00","    32.3"
"4096","A048110","A044109","1994JJ00","    32.3"
"4097","A048110","A044109","1995JJ00","    32.8"
"4098","A048110","A044109","1996JJ00","    34.1"
"4099","A048110","A044109","1997JJ00","    36.8"
"4100","A048110","A044109","1998JJ00","    35.8"
"4101","A048110","A044109","1999JJ00","    31.8"
"4102","A048110","A044109","2000JJ00","    37.7"
"4103","A048110","A044109","2001JJ00","    34.9"
"4104","A048110","A044109","2002JJ00","    32.8"
"4105","A048110","A044109","2003JJ00","    31.4"
"4106","A048110","A044109","2004JJ00","    33.3"
"4107","A048110","A044109","2005JJ00","    32.2"
"4108","A048110","A044109","2006JJ00","    32.2"
"4109","A048110","A044109","2007JJ00","    31.7"
"4110","A048110","A044109","2008JJ00","    31.7"
"4111","A048110","A044109","2009JJ00","    31.6"
"4112","A048110","A044109","2010JJ00","    32.1"
"4113","A048110","A044109","2011JJ00","    30.8"
"4114","A048110","A044109","2012JJ00","    30.6"
"4115","A048110","A044109","2013JJ00","    30.1"
"4116","A048110","A044109","2014JJ00","    31.3"
"4117","A048110","A044109","2015JJ00","    32.6"
"4118","A048110","A044109","2016JJ00","    32.5"
"4119","A048110","A044109","2017JJ00","    30.4"
"4120","A048110","A044109","2018JJ00","    26.4"
"4121","A048110","A044109","2019JJ00","    26.4"
"4122","A048110","A044109","2020JJ00","    26.4"
"4123","A048110","A044108","1990JJ00","     0.2"
"4124","A048110","A044108","1991JJ00","     0.2"
"4125","A048110","A044108","1992JJ00","     0.2"
"4126","A048110","A044108","1993JJ00","     0.2"
"4127","A048110","A044108","1994JJ00","     0.2"
"4128","A048110","A044108","1995JJ00","     0.2"
"4129","A048110","A044108","1996JJ00","     0.2"
"4130","A048110","A044108","1997JJ00","     0.2"
"4131","A048110","A044108","1998JJ00","     0.2"
"4132","A048110","A044108","1999JJ00","     0.2"
"4133","A048110","A044108","2000JJ00","     0.2"
"4134","A048110","A044108","2001JJ00","     0.2"
"4135","A048110","A044108","2002JJ00","     0.2"
"4136","A048110","A044108","2003JJ00","     0.1"
"4137","A048110","A044108","2004JJ00","     0.2"
"4138","A048110","A044108","2005JJ00","     0.2"
"4139","A048110","A044108","2006JJ00","     0.2"
"4140","A048110","A044108","2007JJ00","     0.2"
"4141","A048110","A044108","2008JJ00","     0.2"
"4142","A048110","A044108","2009JJ00","     0.2"
"4143","A048110","A044108","2010JJ00","     0.2"
"4144","A048110","A044108","2011JJ00","     0.1"
"4145","A048110","A044108","2012JJ00","     0.1"
"4146","A048110","A044108","2013JJ00","     0.1"
"4147","A048110","A044108","2014JJ00","     0.1"
"4148","A048110","A044108","2015JJ00","     0.2"
"4149","A048110","A044108","2016JJ00","     0.2"
"4150","A048110","A044108","2017JJ00","     0.1"
"4151","A048110","A044108","2018JJ00","     0.1"
"4152","A048110","A044108","2019JJ00","     0.1"
"4153","A048110","A044108","2020JJ00","     0.1"
"4154","A048110","A044116","1990JJ00","     0.1"
"4155","A048110","A044116","1991JJ00","     0.1"
"4156","A048110","A044116","1992JJ00","     0.1"
"4157","A048110","A044116","1993JJ00","     0.1"
"4158","A048110","A044116","1994JJ00","     0.1"
"4159","A048110","A044116","1995JJ00","     0.1"
"4160","A048110","A044116","1996JJ00","     0.1"
"4161","A048110","A044116","1997JJ00","     0.1"
"4162","A048110","A044116","1998JJ00","     0.1"
"4163","A048110","A044116","1999JJ00","     0.1"
"4164","A048110","A044116","2000JJ00","     0.1"
"4165","A048110","A044116","2001JJ00","     0.1"
"4166","A048110","A044116","2002JJ00","     0.1"
"4167","A048110","A044116","2003JJ00","     0.0"
"4168","A048110","A044116","2004JJ00","     0.1"
"4169","A048110","A044116","2005JJ00","     0.1"
"4170","A048110","A044116","2006JJ00","     0.1"
"4171","A048110","A044116","2007JJ00","     0.1"
"4172","A048110","A044116","2008JJ00","     0.1"
"4173","A048110","A044116","2009JJ00","     0.1"
"4174","A048110","A044116","2010JJ00","     0.1"
"4175","A048110","A044116","2011JJ00","     0.0"
"4176","A048110","A044116","2012JJ00","     0.0"
"4177","A048110","A044116","2013JJ00","     0.0"
"4178","A048110","A044116","2014JJ00","     0.0"
"4179","A048110","A044116","2015JJ00","     0.1"
"4180","A048110","A044116","2016JJ00","     0.1"
"4181","A048110","A044116","2017JJ00","     0.0"
"4182","A048110","A044116","2018JJ00","     0.0"
"4183","A048110","A044116","2019JJ00","     0.0"
"4184","A048110","A044116","2020JJ00","     0.0"
"4185","A048110","A044117","1990JJ00","     0.0"
"4186","A048110","A044117","1991JJ00","     0.0"
"4187","A048110","A044117","1992JJ00","     0.0"
"4188","A048110","A044117","1993JJ00","     0.0"
"4189","A048110","A044117","1994JJ00","     0.0"
"4190","A048110","A044117","1995JJ00","     0.0"
"4191","A048110","A044117","1996JJ00","     0.0"
"4192","A048110","A044117","1997JJ00","     0.0"
"4193","A048110","A044117","1998JJ00","     0.0"
"4194","A048110","A044117","1999JJ00","     0.0"
"4195","A048110","A044117","2000JJ00","     0.0"
"4196","A048110","A044117","2001JJ00","     0.0"
"4197","A048110","A044117","2002JJ00","     0.0"
"4198","A048110","A044117","2003JJ00","     0.0"
"4199","A048110","A044117","2004JJ00","     0.0"
"4200","A048110","A044117","2005JJ00","     0.0"
"4201","A048110","A044117","2006JJ00","     0.0"
"4202","A048110","A044117","2007JJ00","     0.0"
"4203","A048110","A044117","2008JJ00","     0.0"
"4204","A048110","A044117","2009JJ00","     0.0"
"4205","A048110","A044117","2010JJ00","     0.0"
"4206","A048110","A044117","2011JJ00","     0.0"
"4207","A048110","A044117","2012JJ00","     0.0"
"4208","A048110","A044117","2013JJ00","     0.0"
"4209","A048110","A044117","2014JJ00","     0.0"
"4210","A048110","A044117","2015JJ00","     0.0"
"4211","A048110","A044117","2016JJ00","     0.0"
"4212","A048110","A044117","2017JJ00","     0.0"
"4213","A048110","A044117","2018JJ00","     0.0"
"4214","A048110","A044117","2019JJ00","     0.0"
"4215","A048110","A044117","2020JJ00","     0.0"
"4216","A048110","A044115","1990JJ00","     0.1"
"4217","A048110","A044115","1991JJ00","     0.1"
"4218","A048110","A044115","1992JJ00","     0.1"
"4219","A048110","A044115","1993JJ00","     0.1"
"4220","A048110","A044115","1994JJ00","     0.1"
"4221","A048110","A044115","1995JJ00","     0.1"
"4222","A048110","A044115","1996JJ00","     0.1"
"4223","A048110","A044115","1997JJ00","     0.1"
"4224","A048110","A044115","1998JJ00","     0.1"
"4225","A048110","A044115","1999JJ00","     0.1"
"4226","A048110","A044115","2000JJ00","     0.1"
"4227","A048110","A044115","2001JJ00","     0.1"
"4228","A048110","A044115","2002JJ00","     0.1"
"4229","A048110","A044115","2003JJ00","     0.0"
"4230","A048110","A044115","2004JJ00","     0.1"
"4231","A048110","A044115","2005JJ00","     0.1"
"4232","A048110","A044115","2006JJ00","     0.1"
"4233","A048110","A044115","2007JJ00","     0.1"
"4234","A048110","A044115","2008JJ00","     0.1"
"4235","A048110","A044115","2009JJ00","     0.1"
"4236","A048110","A044115","2010JJ00","     0.1"
"4237","A048110","A044115","2011JJ00","     0.0"
"4238","A048110","A044115","2012JJ00","     0.0"
"4239","A048110","A044115","2013JJ00","     0.0"
"4240","A048110","A044115","2014JJ00","     0.0"
"4241","A048110","A044115","2015JJ00","     0.1"
"4242","A048110","A044115","2016JJ00","     0.1"
"4243","A048110","A044115","2017JJ00","     0.0"
"4244","A048110","A044115","2018JJ00","     0.0"
"4245","A048110","A044115","2019JJ00","     0.0"
"4246","A048110","A044115","2020JJ00","     0.0"
"4247","A048110","A044107","1990JJ00","     0.0"
"4248","A048110","A044107","1991JJ00","     0.0"
"4249","A048110","A044107","1992JJ00","     0.0"
"4250","A048110","A044107","1993JJ00","     0.0"
"4251","A048110","A044107","1994JJ00","     0.0"
"4252","A048110","A044107","1995JJ00","     0.0"
"4253","A048110","A044107","1996JJ00","     0.0"
"4254","A048110","A044107","1997JJ00","     0.0"
"4255","A048110","A044107","1998JJ00","     0.0"
"4256","A048110","A044107","1999JJ00","     0.0"
"4257","A048110","A044107","2000JJ00","     0.0"
"4258","A048110","A044107","2001JJ00","     0.0"
"4259","A048110","A044107","2002JJ00","     0.0"
"4260","A048110","A044107","2003JJ00","     0.0"
"4261","A048110","A044107","2004JJ00","     0.0"
"4262","A048110","A044107","2005JJ00","     0.0"
"4263","A048110","A044107","2006JJ00","     0.0"
"4264","A048110","A044107","2007JJ00","     0.0"
"4265","A048110","A044107","2008JJ00","     0.0"
"4266","A048110","A044107","2009JJ00","     0.0"
"4267","A048110","A044107","2010JJ00","     0.0"
"4268","A048110","A044107","2011JJ00","     0.0"
"4269","A048110","A044107","2012JJ00","     0.0"
"4270","A048110","A044107","2013JJ00","     0.0"
"4271","A048110","A044107","2014JJ00","     0.0"
"4272","A048110","A044107","2015JJ00","     0.0"
"4273","A048110","A044107","2016JJ00","     0.0"
"4274","A048110","A044107","2017JJ00","     0.0"
"4275","A048110","A044107","2018JJ00","     0.0"
"4276","A048110","A044107","2019JJ00","     0.0"
"4277","A048110","A044107","2020JJ00","     0.0"
"4278","A048110","A044118","1990JJ00","     0.0"
"4279","A048110","A044118","1991JJ00","     0.0"
"4280","A048110","A044118","1992JJ00","     0.0"
"4281","A048110","A044118","1993JJ00","     0.0"
"4282","A048110","A044118","1994JJ00","     0.0"
"4283","A048110","A044118","1995JJ00","     0.1"
"4284","A048110","A044118","1996JJ00","     0.1"
"4285","A048110","A044118","1997JJ00","     0.1"
"4286","A048110","A044118","1998JJ00","     0.1"
"4287","A048110","A044118","1999JJ00","     0.0"
"4288","A048110","A044118","2000JJ00","     0.1"
"4289","A048110","A044118","2001JJ00","     0.1"
"4290","A048110","A044118","2002JJ00","     0.1"
"4291","A048110","A044118","2003JJ00","     0.0"
"4292","A048110","A044118","2004JJ00","     0.1"
"4293","A048110","A044118","2005JJ00","     0.0"
"4294","A048110","A044118","2006JJ00","     0.0"
"4295","A048110","A044118","2007JJ00","     0.0"
"4296","A048110","A044118","2008JJ00","     0.0"
"4297","A048110","A044118","2009JJ00","     0.0"
"4298","A048110","A044118","2010JJ00","     0.0"
"4299","A048110","A044118","2011JJ00","     0.0"
"4300","A048110","A044118","2012JJ00","     0.0"
"4301","A048110","A044118","2013JJ00","     0.0"
"4302","A048110","A044118","2014JJ00","     0.0"
"4303","A048110","A044118","2015JJ00","     0.0"
"4304","A048110","A044118","2016JJ00","     0.0"
"4305","A048110","A044118","2017JJ00","     0.0"
"4306","A048110","A044118","2018JJ00","     0.0"
"4307","A048110","A044118","2019JJ00","     0.0"
"4308","A048110","A044118","2020JJ00","     0.0"
"4309","A048110","A044112","1990JJ00","     0.8"
"4310","A048110","A044112","1991JJ00","     0.8"
"4311","A048110","A044112","1992JJ00","     0.8"
"4312","A048110","A044112","1993JJ00","     0.8"
"4313","A048110","A044112","1994JJ00","     0.8"
"4314","A048110","A044112","1995JJ00","     0.8"
"4315","A048110","A044112","1996JJ00","     0.8"
"4316","A048110","A044112","1997JJ00","     0.9"
"4317","A048110","A044112","1998JJ00","     0.9"
"4318","A048110","A044112","1999JJ00","     0.8"
"4319","A048110","A044112","2000JJ00","     0.9"
"4320","A048110","A044112","2001JJ00","     0.9"
"4321","A048110","A044112","2002JJ00","     0.8"
"4322","A048110","A044112","2003JJ00","     0.8"
"4323","A048110","A044112","2004JJ00","     0.8"
"4324","A048110","A044112","2005JJ00","     0.8"
"4325","A048110","A044112","2006JJ00","     0.8"
"4326","A048110","A044112","2007JJ00","     0.8"
"4327","A048110","A044112","2008JJ00","     0.8"
"4328","A048110","A044112","2009JJ00","     0.8"
"4329","A048110","A044112","2010JJ00","     0.8"
"4330","A048110","A044112","2011JJ00","     0.8"
"4331","A048110","A044112","2012JJ00","     0.8"
"4332","A048110","A044112","2013JJ00","     0.7"
"4333","A048110","A044112","2014JJ00","     0.7"
"4334","A048110","A044112","2015JJ00","     0.8"
"4335","A048110","A044112","2016JJ00","     0.8"
"4336","A048110","A044112","2017JJ00","     0.7"
"4337","A048110","A044112","2018JJ00","     0.6"
"4338","A048110","A044112","2019JJ00","     0.6"
"4339","A048110","A044112","2020JJ00","     0.6"
"4340","A048110","A044110","1990JJ00","     0.0"
"4341","A048110","A044110","1991JJ00","     0.0"
"4342","A048110","A044110","1992JJ00","     0.0"
"4343","A048110","A044110","1993JJ00","     0.0"
"4344","A048110","A044110","1994JJ00","     0.0"
"4345","A048110","A044110","1995JJ00","     0.0"
"4346","A048110","A044110","1996JJ00","     0.0"
"4347","A048110","A044110","1997JJ00","     0.0"
"4348","A048110","A044110","1998JJ00","     0.0"
"4349","A048110","A044110","1999JJ00","     0.0"
"4350","A048110","A044110","2000JJ00","     0.0"
"4351","A048110","A044110","2001JJ00","     0.0"
"4352","A048110","A044110","2002JJ00","     0.0"
"4353","A048110","A044110","2003JJ00","     0.0"
"4354","A048110","A044110","2004JJ00","     0.0"
"4355","A048110","A044110","2005JJ00","     0.0"
"4356","A048110","A044110","2006JJ00","     0.0"
"4357","A048110","A044110","2007JJ00","     0.0"
"4358","A048110","A044110","2008JJ00","     0.0"
"4359","A048110","A044110","2009JJ00","     0.0"
"4360","A048110","A044110","2010JJ00","     0.0"
"4361","A048110","A044110","2011JJ00","     0.0"
"4362","A048110","A044110","2012JJ00","     0.0"
"4363","A048110","A044110","2013JJ00","     0.0"
"4364","A048110","A044110","2014JJ00","     0.0"
"4365","A048110","A044110","2015JJ00","     0.0"
"4366","A048110","A044110","2016JJ00","     0.0"
"4367","A048110","A044110","2017JJ00","     0.0"
"4368","A048110","A044110","2018JJ00","     0.0"
"4369","A048110","A044110","2019JJ00","     0.0"
"4370","A048110","A044110","2020JJ00","     0.0"
"4371","A048110","A044114","1990JJ00","     0.0"
"4372","A048110","A044114","1991JJ00","     0.0"
"4373","A048110","A044114","1992JJ00","     0.0"
"4374","A048110","A044114","1993JJ00","     0.0"
"4375","A048110","A044114","1994JJ00","     0.0"
"4376","A048110","A044114","1995JJ00","     0.0"
"4377","A048110","A044114","1996JJ00","     0.0"
"4378","A048110","A044114","1997JJ00","     0.0"
"4379","A048110","A044114","1998JJ00","     0.0"
"4380","A048110","A044114","1999JJ00","     0.0"
"4381","A048110","A044114","2000JJ00","     0.0"
"4382","A048110","A044114","2001JJ00","     0.0"
"4383","A048110","A044114","2002JJ00","     0.0"
"4384","A048110","A044114","2003JJ00","     0.0"
"4385","A048110","A044114","2004JJ00","     0.0"
"4386","A048110","A044114","2005JJ00","     0.0"
"4387","A048110","A044114","2006JJ00","     0.0"
"4388","A048110","A044114","2007JJ00","     0.0"
"4389","A048110","A044114","2008JJ00","     0.0"
