"ID","Sources","Emissions","Periods","EmissionsDutchTerritory_1"
"1305","A048112","A044114","1993JJ00","     4.2"
"1306","A048112","A044114","1994JJ00","     4.0"
"1307","A048112","A044114","1995JJ00","     3.6"
"1308","A048112","A044114","1996JJ00","     2.7"
"1309","A048112","A044114","1997JJ00","     1.5"
"1310","A048112","A044114","1998JJ00","     1.6"
"1311","A048112","A044114","1999JJ00","     1.7"
"1312","A048112","A044114","2000JJ00","     1.3"
"1313","A048112","A044114","2001JJ00","     0.5"
"1314","A048112","A044114","2002JJ00","     0.5"
"1315","A048112","A044114","2003JJ00","     0.3"
"1316","A048112","A044114","2004JJ00","     0.3"
"1317","A048112","A044114","2005JJ00","     0.2"
"1318","A048112","A044114","2006JJ00","     0.2"
"1319","A048112","A044114","2007JJ00","     0.2"
"1320","A048112","A044114","2008JJ00","     0.1"
"1321","A048112","A044114","2009JJ00","     0.1"
"1322","A048112","A044114","2010JJ00","     0.1"
"1323","A048112","A044114","2011JJ00","     0.1"
"1324","A048112","A044114","2012JJ00","     0.1"
"1325","A048112","A044114","2013JJ00","     0.1"
"1326","A048112","A044114","2014JJ00","     0.1"
"1327","A048112","A044114","2015JJ00","     0.1"
"1328","A048112","A044114","2016JJ00","     0.1"
"1329","A048112","A044114","2017JJ00","     0.1"
"1330","A048112","A044114","2018JJ00","     0.1"
"1331","A048112","A044114","2019JJ00","     0.1"
"1332","A048112","A044114","2020JJ00","     0.1"
"1333","A048112","A044113","1990JJ00","     6.9"
"1334","A048112","A044113","1991JJ00","     6.2"
"1335","A048112","A044113","1992JJ00","     6.0"
"1336","A048112","A044113","1993JJ00","     5.5"
"1337","A048112","A044113","1994JJ00","     5.3"
"1338","A048112","A044113","1995JJ00","     5.0"
"1339","A048112","A044113","1996JJ00","     4.8"
"1340","A048112","A044113","1997JJ00","     4.6"
"1341","A048112","A044113","1998JJ00","     4.5"
"1342","A048112","A044113","1999JJ00","     4.5"
"1343","A048112","A044113","2000JJ00","     4.4"
"1344","A048112","A044113","2001JJ00","     4.2"
"1345","A048112","A044113","2002JJ00","     4.0"
"1346","A048112","A044113","2003JJ00","     3.9"
"1347","A048112","A044113","2004JJ00","     3.8"
"1348","A048112","A044113","2005JJ00","     3.7"
"1349","A048112","A044113","2006JJ00","     3.6"
"1350","A048112","A044113","2007JJ00","     3.6"
"1351","A048112","A044113","2008JJ00","     3.4"
"1352","A048112","A044113","2009JJ00","     3.2"
"1353","A048112","A044113","2010JJ00","     3.0"
"1354","A048112","A044113","2011JJ00","     2.8"
"1355","A048112","A044113","2012JJ00","     2.7"
"1356","A048112","A044113","2013JJ00","     2.5"
"1357","A048112","A044113","2014JJ00","     2.4"
"1358","A048112","A044113","2015JJ00","     2.3"
"1359","A048112","A044113","2016JJ00","     2.3"
"1360","A048112","A044113","2017JJ00","     2.3"
"1361","A048112","A044113","2018JJ00","     2.3"
"1362","A048112","A044113","2019JJ00","     2.2"
"1363","A048112","A044113","2020JJ00","     1.8"
"1364","A048113","A044109","1990JJ00","  6472.1"
"1365","A048113","A044109","1991JJ00","  6781.4"
"1366","A048113","A044109","1992JJ00","  7220.0"
"1367","A048113","A044109","1993JJ00","  7355.1"
"1368","A048113","A044109","1994JJ00","  7298.5"
"1369","A048113","A044109","1995JJ00","  7420.0"
"1370","A048113","A044109","1996JJ00","  7402.1"
"1371","A048113","A044109","1997JJ00","  7572.9"
"1372","A048113","A044109","1998JJ00","  7798.5"
"1373","A048113","A044109","1999JJ00","  8356.7"
"1374","A048113","A044109","2000JJ00","  8681.8"
"1375","A048113","A044109","2001JJ00","  8789.1"
"1376","A048113","A044109","2002JJ00","  8855.9"
"1377","A048113","A044109","2003JJ00","  8970.0"
"1378","A048113","A044109","2004JJ00","  9204.8"
"1379","A048113","A044109","2005JJ00","  9375.5"
"1380","A048113","A044109","2006JJ00","  9396.6"
"1381","A048113","A044109","2007JJ00","  9660.9"
"1382","A048113","A044109","2008JJ00","  9900.0"
"1383","A048113","A044109","2009JJ00","  9779.0"
"1384","A048113","A044109","2010JJ00","  9743.3"
"1385","A048113","A044109","2011JJ00","  9679.7"
"1386","A048113","A044109","2012JJ00","  9526.3"
"1387","A048113","A044109","2013JJ00","  9156.1"
"1388","A048113","A044109","2014JJ00","  9171.1"
"1389","A048113","A044109","2015JJ00","  9491.1"
"1390","A048113","A044109","2016JJ00"," 10101.0"
"1391","A048113","A044109","2017JJ00"," 10432.0"
"1392","A048113","A044109","2018JJ00"," 10807.0"
"1393","A048113","A044109","2019JJ00"," 10918.0"
"1394","A048113","A044109","2020JJ00"," 10756.0"
"1395","A048113","A044108","1990JJ00","    68.6"
"1396","A048113","A044108","1991JJ00","    66.2"
"1397","A048113","A044108","1992JJ00","    65.0"
"1398","A048113","A044108","1993JJ00","    62.3"
"1399","A048113","A044108","1994JJ00","    56.5"
"1400","A048113","A044108","1995JJ00","    50.7"
"1401","A048113","A044108","1996JJ00","    44.7"
"1402","A048113","A044108","1997JJ00","    39.8"
"1403","A048113","A044108","1998JJ00","    35.8"
"1404","A048113","A044108","1999JJ00","    33.2"
"1405","A048113","A044108","2000JJ00","    30.1"
"1406","A048113","A044108","2001JJ00","    27.7"
"1407","A048113","A044108","2002JJ00","    25.5"
"1408","A048113","A044108","2003JJ00","    23.7"
"1409","A048113","A044108","2004JJ00","    23.1"
"1410","A048113","A044108","2005JJ00","    22.4"
"1411","A048113","A044108","2006JJ00","    21.6"
"1412","A048113","A044108","2007JJ00","    21.4"
"1413","A048113","A044108","2008JJ00","    21.4"
"1414","A048113","A044108","2009JJ00","    20.9"
"1415","A048113","A044108","2010JJ00","    20.5"
"1416","A048113","A044108","2011JJ00","    20.1"
"1417","A048113","A044108","2012JJ00","    19.5"
"1418","A048113","A044108","2013JJ00","    17.7"
"1419","A048113","A044108","2014JJ00","    16.7"
"1420","A048113","A044108","2015JJ00","    16.8"
"1421","A048113","A044108","2016JJ00","    16.2"
"1422","A048113","A044108","2017JJ00","    15.6"
"1423","A048113","A044108","2018JJ00","    15.5"
"1424","A048113","A044108","2019JJ00","    15.0"
"1425","A048113","A044108","2020JJ00","    14.6"
"1426","A048113","A044116","1990JJ00","    19.1"
"1427","A048113","A044116","1991JJ00","    18.9"
"1428","A048113","A044116","1992JJ00","    18.1"
"1429","A048113","A044116","1993JJ00","    16.5"
"1430","A048113","A044116","1994JJ00","    14.6"
"1431","A048113","A044116","1995JJ00","    12.7"
"1432","A048113","A044116","1996JJ00","    10.8"
"1433","A048113","A044116","1997JJ00","     9.4"
"1434","A048113","A044116","1998JJ00","     8.3"
"1435","A048113","A044116","1999JJ00","     7.7"
"1436","A048113","A044116","2000JJ00","     7.0"
"1437","A048113","A044116","2001JJ00","     6.4"
"1438","A048113","A044116","2002JJ00","     5.8"
"1439","A048113","A044116","2003JJ00","     5.2"
"1440","A048113","A044116","2004JJ00","     4.9"
"1441","A048113","A044116","2005JJ00","     4.7"
"1442","A048113","A044116","2006JJ00","     4.3"
"1443","A048113","A044116","2007JJ00","     4.0"
"1444","A048113","A044116","2008JJ00","     3.6"
"1445","A048113","A044116","2009JJ00","     3.1"
"1446","A048113","A044116","2010JJ00","     2.8"
"1447","A048113","A044116","2011JJ00","     2.4"
"1448","A048113","A044116","2012JJ00","     2.1"
"1449","A048113","A044116","2013JJ00","     1.8"
"1450","A048113","A044116","2014JJ00","     1.6"
"1451","A048113","A044116","2015JJ00","     1.6"
"1452","A048113","A044116","2016JJ00","     1.5"
"1453","A048113","A044116","2017JJ00","     1.4"
"1454","A048113","A044116","2018JJ00","     1.4"
"1455","A048113","A044116","2019JJ00","     1.4"
"1456","A048113","A044116","2020JJ00","     2.5"
"1457","A048113","A044117","1990JJ00","     2.2"
"1458","A048113","A044117","1991JJ00","     2.1"
"1459","A048113","A044117","1992JJ00","     1.5"
"1460","A048113","A044117","1993JJ00","     1.3"
"1461","A048113","A044117","1994JJ00","     1.3"
"1462","A048113","A044117","1995JJ00","     1.2"
"1463","A048113","A044117","1996JJ00","     1.1"
"1464","A048113","A044117","1997JJ00","     1.1"
"1465","A048113","A044117","1998JJ00","     1.1"
"1466","A048113","A044117","1999JJ00","     1.1"
"1467","A048113","A044117","2000JJ00","     1.1"
"1468","A048113","A044117","2001JJ00","     1.1"
"1469","A048113","A044117","2002JJ00","     1.1"
"1470","A048113","A044117","2003JJ00","     1.1"
"1471","A048113","A044117","2004JJ00","     1.1"
"1472","A048113","A044117","2005JJ00","     1.0"
"1473","A048113","A044117","2006JJ00","     1.0"
"1474","A048113","A044117","2007JJ00","     1.0"
"1475","A048113","A044117","2008JJ00","     1.1"
"1476","A048113","A044117","2009JJ00","     1.1"
"1477","A048113","A044117","2010JJ00","     1.0"
"1478","A048113","A044117","2011JJ00","     1.0"
"1479","A048113","A044117","2012JJ00","     1.0"
"1480","A048113","A044117","2013JJ00","     1.0"
"1481","A048113","A044117","2014JJ00","     1.0"
"1482","A048113","A044117","2015JJ00","     1.0"
"1483","A048113","A044117","2016JJ00","     1.0"
"1484","A048113","A044117","2017JJ00","     1.0"
"1485","A048113","A044117","2018JJ00","     1.1"
"1486","A048113","A044117","2019JJ00","     1.1"
"1487","A048113","A044117","2020JJ00","     0.0"
"1488","A048113","A044115","1990JJ00","    21.3"
"1489","A048113","A044115","1991JJ00","    21.0"
"1490","A048113","A044115","1992JJ00","    19.6"
"1491","A048113","A044115","1993JJ00","    17.8"
"1492","A048113","A044115","1994JJ00","    15.8"
"1493","A048113","A044115","1995JJ00","    13.9"
"1494","A048113","A044115","1996JJ00","    12.0"
"1495","A048113","A044115","1997JJ00","    10.5"
"1496","A048113","A044115","1998JJ00","     9.4"
"1497","A048113","A044115","1999JJ00","     8.9"
"1498","A048113","A044115","2000JJ00","     8.1"
"1499","A048113","A044115","2001JJ00","     7.5"
"1500","A048113","A044115","2002JJ00","     6.9"
"1501","A048113","A044115","2003JJ00","     6.3"
"1502","A048113","A044115","2004JJ00","     6.0"
"1503","A048113","A044115","2005JJ00","     5.7"
"1504","A048113","A044115","2006JJ00","     5.3"
"1505","A048113","A044115","2007JJ00","     5.1"
"1506","A048113","A044115","2008JJ00","     4.7"
"1507","A048113","A044115","2009JJ00","     4.2"
"1508","A048113","A044115","2010JJ00","     3.8"
"1509","A048113","A044115","2011JJ00","     3.5"
"1510","A048113","A044115","2012JJ00","     3.1"
"1511","A048113","A044115","2013JJ00","     2.8"
"1512","A048113","A044115","2014JJ00","     2.6"
"1513","A048113","A044115","2015JJ00","     2.5"
"1514","A048113","A044115","2016JJ00","     2.5"
"1515","A048113","A044115","2017JJ00","     2.5"
"1516","A048113","A044115","2018JJ00","     2.5"
"1517","A048113","A044115","2019JJ00","     2.5"
"1518","A048113","A044115","2020JJ00","     2.5"
"1519","A048113","A044107","1990JJ00","     0.9"
"1520","A048113","A044107","1991JJ00","     0.9"
"1521","A048113","A044107","1992JJ00","     0.8"
"1522","A048113","A044107","1993JJ00","     0.8"
"1523","A048113","A044107","1994JJ00","     0.7"
"1524","A048113","A044107","1995JJ00","     0.6"
"1525","A048113","A044107","1996JJ00","     0.5"
"1526","A048113","A044107","1997JJ00","     0.5"
"1527","A048113","A044107","1998JJ00","     0.4"
"1528","A048113","A044107","1999JJ00","     0.4"
"1529","A048113","A044107","2000JJ00","     0.4"
"1530","A048113","A044107","2001JJ00","     0.4"
"1531","A048113","A044107","2002JJ00","     0.3"
"1532","A048113","A044107","2003JJ00","     0.3"
"1533","A048113","A044107","2004JJ00","     0.3"
"1534","A048113","A044107","2005JJ00","     0.3"
"1535","A048113","A044107","2006JJ00","     0.3"
"1536","A048113","A044107","2007JJ00","     0.3"
"1537","A048113","A044107","2008JJ00","     0.3"
"1538","A048113","A044107","2009JJ00","     0.2"
"1539","A048113","A044107","2010JJ00","     0.2"
"1540","A048113","A044107","2011JJ00","     0.2"
"1541","A048113","A044107","2012JJ00","     0.2"
"1542","A048113","A044107","2013JJ00","     0.2"
"1543","A048113","A044107","2014JJ00","     0.2"
"1544","A048113","A044107","2015JJ00","     0.2"
"1545","A048113","A044107","2016JJ00","     0.2"
"1546","A048113","A044107","2017JJ00","     0.2"
"1547","A048113","A044107","2018JJ00","     0.2"
"1548","A048113","A044107","2019JJ00","     0.2"
"1549","A048113","A044107","2020JJ00","     0.2"
"1550","A048113","A044118","1990JJ00","    20.4"
"1551","A048113","A044118","1991JJ00","    20.1"
"1552","A048113","A044118","1992JJ00","    18.8"
"1553","A048113","A044118","1993JJ00","    17.1"
"1554","A048113","A044118","1994JJ00","    15.1"
"1555","A048113","A044118","1995JJ00","    13.3"
"1556","A048113","A044118","1996JJ00","    11.4"
"1557","A048113","A044118","1997JJ00","    10.0"
"1558","A048113","A044118","1998JJ00","     9.0"
"1559","A048113","A044118","1999JJ00","     8.5"
"1560","A048113","A044118","2000JJ00","     7.7"
"1561","A048113","A044118","2001JJ00","     7.2"
"1562","A048113","A044118","2002JJ00","     6.5"
"1563","A048113","A044118","2003JJ00","     5.9"
"1564","A048113","A044118","2004JJ00","     5.7"
"1565","A048113","A044118","2005JJ00","     5.4"
"1566","A048113","A044118","2006JJ00","     5.1"
"1567","A048113","A044118","2007JJ00","     4.8"
"1568","A048113","A044118","2008JJ00","     4.4"
"1569","A048113","A044118","2009JJ00","     4.0"
"1570","A048113","A044118","2010JJ00","     3.6"
"1571","A048113","A044118","2011JJ00","     3.3"
"1572","A048113","A044118","2012JJ00","     2.9"
"1573","A048113","A044118","2013JJ00","     2.6"
"1574","A048113","A044118","2014JJ00","     2.4"
"1575","A048113","A044118","2015JJ00","     2.4"
"1576","A048113","A044118","2016JJ00","     2.3"
"1577","A048113","A044118","2017JJ00","     2.3"
"1578","A048113","A044118","2018JJ00","     2.3"
"1579","A048113","A044118","2019JJ00","     2.3"
"1580","A048113","A044118","2020JJ00","     2.4"
"1581","A048113","A044112","1990JJ00","   104.6"
"1582","A048113","A044112","1991JJ00","   108.2"
"1583","A048113","A044112","1992JJ00","   110.1"
"1584","A048113","A044112","1993JJ00","   105.3"
"1585","A048113","A044112","1994JJ00","    98.9"
"1586","A048113","A044112","1995JJ00","    95.1"
"1587","A048113","A044112","1996JJ00","    89.3"
"1588","A048113","A044112","1997JJ00","    86.3"
"1589","A048113","A044112","1998JJ00","    84.5"
"1590","A048113","A044112","1999JJ00","    87.6"
"1591","A048113","A044112","2000JJ00","    86.4"
"1592","A048113","A044112","2001JJ00","    85.2"
"1593","A048113","A044112","2002JJ00","    83.6"
"1594","A048113","A044112","2003JJ00","    82.8"
"1595","A048113","A044112","2004JJ00","    83.5"
"1596","A048113","A044112","2005JJ00","    82.4"
"1597","A048113","A044112","2006JJ00","    80.6"
"1598","A048113","A044112","2007JJ00","    80.3"
"1599","A048113","A044112","2008JJ00","    79.6"
"1600","A048113","A044112","2009JJ00","    76.1"
"1601","A048113","A044112","2010JJ00","    73.0"
"1602","A048113","A044112","2011JJ00","    69.9"
"1603","A048113","A044112","2012JJ00","    66.3"
"1604","A048113","A044112","2013JJ00","    60.0"
"1605","A048113","A044112","2014JJ00","    56.6"
"1606","A048113","A044112","2015JJ00","    54.9"
"1607","A048113","A044112","2016JJ00","    53.4"
"1608","A048113","A044112","2017JJ00","    50.1"
"1609","A048113","A044112","2018JJ00","    47.1"
"1610","A048113","A044112","2019JJ00","    43.3"
"1611","A048113","A044112","2020JJ00","    39.2"
"1612","A048113","A044110","1990JJ00","     0.1"
"1613","A048113","A044110","1991JJ00","     0.1"
"1614","A048113","A044110","1992JJ00","     0.1"
"1615","A048113","A044110","1993JJ00","     0.1"
"1616","A048113","A044110","1994JJ00","     0.1"
"1617","A048113","A044110","1995JJ00","     0.1"
"1618","A048113","A044110","1996JJ00","     0.1"
"1619","A048113","A044110","1997JJ00","     0.1"
"1620","A048113","A044110","1998JJ00","     0.1"
"1621","A048113","A044110","1999JJ00","     0.2"
"1622","A048113","A044110","2000JJ00","     0.2"
"1623","A048113","A044110","2001JJ00","     0.2"
"1624","A048113","A044110","2002JJ00","     0.2"
"1625","A048113","A044110","2003JJ00","     0.2"
"1626","A048113","A044110","2004JJ00","     0.2"
"1627","A048113","A044110","2005JJ00","     0.2"
"1628","A048113","A044110","2006JJ00","     0.2"
"1629","A048113","A044110","2007JJ00","     0.2"
"1630","A048113","A044110","2008JJ00","     0.3"
"1631","A048113","A044110","2009JJ00","     0.3"
"1632","A048113","A044110","2010JJ00","     0.3"
"1633","A048113","A044110","2011JJ00","     0.3"
"1634","A048113","A044110","2012JJ00","     0.3"
"1635","A048113","A044110","2013JJ00","     0.3"
"1636","A048113","A044110","2014JJ00","     0.4"
"1637","A048113","A044110","2015JJ00","     0.4"
"1638","A048113","A044110","2016JJ00","     0.4"
"1639","A048113","A044110","2017JJ00","     0.4"
"1640","A048113","A044110","2018JJ00","     0.5"
"1641","A048113","A044110","2019JJ00","     0.5"
"1642","A048113","A044110","2020JJ00","     0.5"
"1643","A048113","A044114","1990JJ00","     8.0"
"1644","A048113","A044114","1991JJ00","     8.5"
"1645","A048113","A044114","1992JJ00","     9.0"
"1646","A048113","A044114","1993JJ00","     9.1"
"1647","A048113","A044114","1994JJ00","     8.9"
"1648","A048113","A044114","1995JJ00","     8.3"
"1649","A048113","A044114","1996JJ00","     6.2"
"1650","A048113","A044114","1997JJ00","     2.7"
"1651","A048113","A044114","1998JJ00","     2.8"
"1652","A048113","A044114","1999JJ00","     3.0"
"1653","A048113","A044114","2000JJ00","     1.7"
"1654","A048113","A044114","2001JJ00","     0.3"
"1655","A048113","A044114","2002JJ00","     0.2"
"1656","A048113","A044114","2003JJ00","     0.2"
"1657","A048113","A044114","2004JJ00","     0.2"
"1658","A048113","A044114","2005JJ00","     0.1"
"1659","A048113","A044114","2006JJ00","     0.1"
"1660","A048113","A044114","2007JJ00","     0.1"
"1661","A048113","A044114","2008JJ00","     0.1"
"1662","A048113","A044114","2009JJ00","     0.1"
"1663","A048113","A044114","2010JJ00","     0.1"
"1664","A048113","A044114","2011JJ00","     0.1"
"1665","A048113","A044114","2012JJ00","     0.1"
"1666","A048113","A044114","2013JJ00","     0.1"
"1667","A048113","A044114","2014JJ00","     0.1"
"1668","A048113","A044114","2015JJ00","     0.1"
"1669","A048113","A044114","2016JJ00","     0.1"
"1670","A048113","A044114","2017JJ00","     0.1"
"1671","A048113","A044114","2018JJ00","     0.1"
"1672","A048113","A044114","2019JJ00","     0.1"
"1673","A048113","A044114","2020JJ00","     0.1"
"1674","A048113","A044113","1990JJ00","     8.8"
"1675","A048113","A044113","1991JJ00","     8.9"
"1676","A048113","A044113","1992JJ00","     8.8"
"1677","A048113","A044113","1993JJ00","     8.3"
"1678","A048113","A044113","1994JJ00","     7.6"
"1679","A048113","A044113","1995JJ00","     7.0"
"1680","A048113","A044113","1996JJ00","     6.4"
"1681","A048113","A044113","1997JJ00","     5.9"
"1682","A048113","A044113","1998JJ00","     5.6"
"1683","A048113","A044113","1999JJ00","     5.6"
"1684","A048113","A044113","2000JJ00","     5.4"
"1685","A048113","A044113","2001JJ00","     5.2"
"1686","A048113","A044113","2002JJ00","     4.8"
"1687","A048113","A044113","2003JJ00","     4.5"
"1688","A048113","A044113","2004JJ00","     4.4"
"1689","A048113","A044113","2005JJ00","     4.2"
"1690","A048113","A044113","2006JJ00","     3.9"
"1691","A048113","A044113","2007JJ00","     3.8"
"1692","A048113","A044113","2008JJ00","     3.6"
"1693","A048113","A044113","2009JJ00","     3.2"
"1694","A048113","A044113","2010JJ00","     3.0"
"1695","A048113","A044113","2011JJ00","     2.7"
"1696","A048113","A044113","2012JJ00","     2.4"
"1697","A048113","A044113","2013JJ00","     2.1"
"1698","A048113","A044113","2014JJ00","     1.9"
"1699","A048113","A044113","2015JJ00","     1.8"
"1700","A048113","A044113","2016JJ00","     1.8"
"1701","A048113","A044113","2017JJ00","     1.7"
"1702","A048113","A044113","2018JJ00","     1.6"
"1703","A048113","A044113","2019JJ00","     1.5"
"1704","A048113","A044113","2020JJ00","     1.4"
"1705","A049056","A044109","1990JJ00","   940.0"
"1706","A049056","A044109","1991JJ00","   913.0"
"1707","A049056","A044109","1992JJ00","   935.3"
"1708","A049056","A044109","1993JJ00","   959.4"
"1709","A049056","A044109","1994JJ00","   979.2"
"1710","A049056","A044109","1995JJ00","  1002.0"
"1711","A049056","A044109","1996JJ00","  1024.9"
"1712","A049056","A044109","1997JJ00","  1018.5"
"1713","A049056","A044109","1998JJ00","  1024.4"
"1714","A049056","A044109","1999JJ00","  1032.9"
"1715","A049056","A044109","2000JJ00","  1041.9"
"1716","A049056","A044109","2001JJ00","  1036.4"
"1717","A049056","A044109","2002JJ00","  1061.5"
"1718","A049056","A044109","2003JJ00","  1048.4"
"1719","A049056","A044109","2004JJ00","  1036.8"
"1720","A049056","A044109","2005JJ00","  1036.8"
"1721","A049056","A044109","2006JJ00","  1024.9"
"1722","A049056","A044109","2007JJ00","  1027.5"
"1723","A049056","A044109","2008JJ00","  1053.5"
"1724","A049056","A044109","2009JJ00","  1072.1"
"1725","A049056","A044109","2010JJ00","  1065.4"
"1726","A049056","A044109","2011JJ00","  1053.6"
"1727","A049056","A044109","2012JJ00","  1071.6"
"1728","A049056","A044109","2013JJ00","  1056.9"
"1729","A049056","A044109","2014JJ00","  1028.7"
"1730","A049056","A044109","2015JJ00","  1018.9"
"1731","A049056","A044109","2016JJ00","  1020.3"
"1732","A049056","A044109","2017JJ00","  1039.5"
"1733","A049056","A044109","2018JJ00","  1054.4"
"1734","A049056","A044109","2019JJ00","  1021.2"
"1735","A049056","A044109","2020JJ00","   890.9"
"1736","A049056","A044108","1990JJ00","    48.5"
"1737","A049056","A044108","1991JJ00","    45.9"
"1738","A049056","A044108","1992JJ00","    50.1"
"1739","A049056","A044108","1993JJ00","    53.8"
"1740","A049056","A044108","1994JJ00","    56.6"
"1741","A049056","A044108","1995JJ00","    58.1"
"1742","A049056","A044108","1996JJ00","    61.8"
"1743","A049056","A044108","1997JJ00","    63.6"
"1744","A049056","A044108","1998JJ00","    65.3"
"1745","A049056","A044108","1999JJ00","    65.4"
"1746","A049056","A044108","2000JJ00","    64.6"
"1747","A049056","A044108","2001JJ00","    63.8"
"1748","A049056","A044108","2002JJ00","    65.0"
"1749","A049056","A044108","2003JJ00","    64.7"
"1750","A049056","A044108","2004JJ00","    64.4"
"1751","A049056","A044108","2005JJ00","    63.4"
"1752","A049056","A044108","2006JJ00","    62.1"
"1753","A049056","A044108","2007JJ00","    58.5"
"1754","A049056","A044108","2008JJ00","    58.9"
"1755","A049056","A044108","2009JJ00","    59.3"
"1756","A049056","A044108","2010JJ00","    60.1"
"1757","A049056","A044108","2011JJ00","    59.9"
"1758","A049056","A044108","2012JJ00","    59.4"
"1759","A049056","A044108","2013JJ00","    58.4"
"1760","A049056","A044108","2014JJ00","    57.3"
"1761","A049056","A044108","2015JJ00","    56.0"
"1762","A049056","A044108","2016JJ00","    55.5"
"1763","A049056","A044108","2017JJ00","    55.1"
"1764","A049056","A044108","2018JJ00","    53.8"
"1765","A049056","A044108","2019JJ00","    51.0"
"1766","A049056","A044108","2020JJ00","    49.4"
"1767","A049056","A044116","1990JJ00","    31.8"
"1768","A049056","A044116","1991JJ00","    25.6"
"1769","A049056","A044116","1992JJ00","    25.5"
"1770","A049056","A044116","1993JJ00","    25.4"
"1771","A049056","A044116","1994JJ00","    25.8"
"1772","A049056","A044116","1995JJ00","    25.6"
"1773","A049056","A044116","1996JJ00","    25.6"
"1774","A049056","A044116","1997JJ00","    25.9"
"1775","A049056","A044116","1998JJ00","    26.1"
"1776","A049056","A044116","1999JJ00","    25.3"
"1777","A049056","A044116","2000JJ00","    23.4"
"1778","A049056","A044116","2001JJ00","    22.1"
"1779","A049056","A044116","2002JJ00","    21.7"
"1780","A049056","A044116","2003JJ00","    21.1"
"1781","A049056","A044116","2004JJ00","    20.6"
"1782","A049056","A044116","2005JJ00","    20.1"
"1783","A049056","A044116","2006JJ00","    19.5"
"1784","A049056","A044116","2007JJ00","    18.0"
"1785","A049056","A044116","2008JJ00","    18.5"
"1786","A049056","A044116","2009JJ00","    17.9"
"1787","A049056","A044116","2010JJ00","    17.1"
"1788","A049056","A044116","2011JJ00","    16.0"
"1789","A049056","A044116","2012JJ00","    15.3"
"1790","A049056","A044116","2013JJ00","    14.6"
"1791","A049056","A044116","2014JJ00","    13.8"
"1792","A049056","A044116","2015JJ00","    13.2"
"1793","A049056","A044116","2016JJ00","    12.6"
"1794","A049056","A044116","2017JJ00","    12.1"
"1795","A049056","A044116","2018JJ00","    11.4"
"1796","A049056","A044116","2019JJ00","    10.7"
"1797","A049056","A044116","2020JJ00","    10.2"
"1798","A049056","A044117","1990JJ00","     0.4"
"1799","A049056","A044117","1991JJ00","     0.4"
"1800","A049056","A044117","1992JJ00","     0.4"
"1801","A049056","A044117","1993JJ00","     0.5"
"1802","A049056","A044117","1994JJ00","     0.5"
"1803","A049056","A044117","1995JJ00","     0.5"
"1804","A049056","A044117","1996JJ00","     0.5"
"1805","A049056","A044117","1997JJ00","     0.6"
"1806","A049056","A044117","1998JJ00","     0.6"
"1807","A049056","A044117","1999JJ00","     0.6"
"1808","A049056","A044117","2000JJ00","     0.6"
"1809","A049056","A044117","2001JJ00","     0.6"
"1810","A049056","A044117","2002JJ00","     0.6"
"1811","A049056","A044117","2003JJ00","     0.6"
"1812","A049056","A044117","2004JJ00","     0.6"
"1813","A049056","A044117","2005JJ00","     0.6"
"1814","A049056","A044117","2006JJ00","     0.6"
"1815","A049056","A044117","2007JJ00","     0.7"
"1816","A049056","A044117","2008JJ00","     0.7"
"1817","A049056","A044117","2009JJ00","     0.7"
"1818","A049056","A044117","2010JJ00","     0.7"
"1819","A049056","A044117","2011JJ00","     0.7"
"1820","A049056","A044117","2012JJ00","     0.7"
"1821","A049056","A044117","2013JJ00","     0.7"
"1822","A049056","A044117","2014JJ00","     0.7"
"1823","A049056","A044117","2015JJ00","     0.7"
"1824","A049056","A044117","2016JJ00","     0.7"
"1825","A049056","A044117","2017JJ00","     0.7"
"1826","A049056","A044117","2018JJ00","     0.7"
"1827","A049056","A044117","2019JJ00","     0.7"
"1828","A049056","A044117","2020JJ00","     0.7"
"1829","A049056","A044115","1990JJ00","    32.2"
"1830","A049056","A044115","1991JJ00","    26.0"
"1831","A049056","A044115","1992JJ00","    25.9"
"1832","A049056","A044115","1993JJ00","    25.9"
"1833","A049056","A044115","1994JJ00","    26.3"
"1834","A049056","A044115","1995JJ00","    26.1"
"1835","A049056","A044115","1996JJ00","    26.2"
"1836","A049056","A044115","1997JJ00","    26.5"
"1837","A049056","A044115","1998JJ00","    26.7"
"1838","A049056","A044115","1999JJ00","    25.9"
"1839","A049056","A044115","2000JJ00","    24.0"
"1840","A049056","A044115","2001JJ00","    22.7"
"1841","A049056","A044115","2002JJ00","    22.3"
"1842","A049056","A044115","2003JJ00","    21.7"
"1843","A049056","A044115","2004JJ00","    21.3"
"1844","A049056","A044115","2005JJ00","    20.7"
"1845","A049056","A044115","2006JJ00","    20.1"
"1846","A049056","A044115","2007JJ00","    18.6"
"1847","A049056","A044115","2008JJ00","    19.1"
"1848","A049056","A044115","2009JJ00","    18.6"
"1849","A049056","A044115","2010JJ00","    17.8"
"1850","A049056","A044115","2011JJ00","    16.8"
"1851","A049056","A044115","2012JJ00","    16.0"
"1852","A049056","A044115","2013JJ00","    15.3"
"1853","A049056","A044115","2014JJ00","    14.5"
"1854","A049056","A044115","2015JJ00","    13.9"
"1855","A049056","A044115","2016JJ00","    13.3"
"1856","A049056","A044115","2017JJ00","    12.8"
"1857","A049056","A044115","2018JJ00","    12.1"
"1858","A049056","A044115","2019JJ00","    11.4"
"1859","A049056","A044115","2020JJ00","    10.9"
"1860","A049056","A044107","1990JJ00","     1.5"
