EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 18-11-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : precipitation amount in 0.1 mm
30-34 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 108974) of NETHERLANDS, AMSTERDAM (STAID: 2358)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   RR, Q_RR
  2358,108974,19580812,    0,    0
  2358,108974,19580813,   17,    0
  2358,108974,19580814,    0,    0
  2358,108974,19580815,   23,    0
  2358,108974,19580816,    0,    0
  2358,108974,19580817,    0,    0
  2358,108974,19580818,  154,    0
  2358,108974,19580819,   77,    0
  2358,108974,19580820,  135,    0
  2358,108974,19580821,   14,    0
  2358,108974,19580822,    6,    0
  2358,108974,19580823,  280,    0
  2358,108974,19580824,    2,    0
  2358,108974,19580825,   86,    0
  2358,108974,19580826,    0,    0
  2358,108974,19580827,    0,    0
  2358,108974,19580828,    3,    0
  2358,108974,19580829,    8,    0
  2358,108974,19580830,    0,    0
  2358,108974,19580831,    0,    0
  2358,108974,19580901,    0,    0
  2358,108974,19580902,    0,    0
  2358,108974,19580903,    0,    0
  2358,108974,19580904,    0,    0
  2358,108974,19580905,    0,    0
  2358,108974,19580906,   57,    0
  2358,108974,19580907,   27,    0
  2358,108974,19580908,   32,    0
  2358,108974,19580909,   14,    0
  2358,108974,19580910,    2,    0
  2358,108974,19580911,    0,    0
  2358,108974,19580912,    0,    0
  2358,108974,19580913,    0,    0
  2358,108974,19580914,    1,    0
  2358,108974,19580915,   22,    0
  2358,108974,19580916,    1,    0
  2358,108974,19580917,    0,    0
  2358,108974,19580918,    0,    0
  2358,108974,19580919,  162,    0
  2358,108974,19580920,   16,    0
  2358,108974,19580921,   27,    0
  2358,108974,19580922,  218,    0
  2358,108974,19580923,  260,    0
  2358,108974,19580924,    1,    0
  2358,108974,19580925,   30,    0
  2358,108974,19580926,   35,    0
  2358,108974,19580927,    0,    0
  2358,108974,19580928,    0,    0
  2358,108974,19580929,  130,    0
  2358,108974,19580930,   80,    0
  2358,108974,19581001,    2,    0
  2358,108974,19581002,   15,    0
  2358,108974,19581003,    0,    0
  2358,108974,19581004,    3,    0
  2358,108974,19581005,   61,    0
  2358,108974,19581006,    0,    0
  2358,108974,19581007,   43,    0
  2358,108974,19581008,   41,    0
  2358,108974,19581009,   39,    0
  2358,108974,19581010,   91,    0
  2358,108974,19581011,   28,    0
  2358,108974,19581012,    0,    0
  2358,108974,19581013,   58,    0
  2358,108974,19581014,    3,    0
  2358,108974,19581015,   68,    0
  2358,108974,19581016,  123,    0
  2358,108974,19581017,   19,    0
  2358,108974,19581018,    2,    0
  2358,108974,19581019,   21,    0
  2358,108974,19581020,   17,    0
  2358,108974,19581021,    8,    0
  2358,108974,19581022,    5,    0
  2358,108974,19581023,    3,    0
  2358,108974,19581024,    0,    0
  2358,108974,19581025,    0,    0
  2358,108974,19581026,    1,    0
  2358,108974,19581027,    0,    0
  2358,108974,19581028,    0,    0
  2358,108974,19581029,    0,    0
  2358,108974,19581030,   27,    0
  2358,108974,19581031,  186,    0
  2358,108974,19581101,    2,    0
  2358,108974,19581102,    8,    0
  2358,108974,19581103,    1,    0
  2358,108974,19581104,   20,    0
  2358,108974,19581105,    0,    0
  2358,108974,19581106,    0,    0
  2358,108974,19581107,   49,    0
  2358,108974,19581108,   15,    0
  2358,108974,19581109,   10,    0
  2358,108974,19581110,    6,    0
  2358,108974,19581111,    2,    0
  2358,108974,19581112,    2,    0
  2358,108974,19581113,    0,    0
  2358,108974,19581114,    0,    0
  2358,108974,19581115,    1,    0
  2358,108974,19581116,    2,    0
  2358,108974,19581117,    0,    0
  2358,108974,19581118,    0,    0
  2358,108974,19581119,    0,    0
  2358,108974,19581120,    0,    0
  2358,108974,19581121,    0,    0
  2358,108974,19581122,    0,    0
  2358,108974,19581123,    0,    0
  2358,108974,19581124,    0,    0
  2358,108974,19581125,    0,    0
  2358,108974,19581126,   16,    0
  2358,108974,19581127,    3,    0
  2358,108974,19581128,    0,    0
  2358,108974,19581129,    0,    0
  2358,108974,19581130,   12,    0
  2358,108974,19581201,    0,    0
  2358,108974,19581202,    4,    0
  2358,108974,19581203,    0,    0
  2358,108974,19581204,    0,    0
  2358,108974,19581205,    8,    0
  2358,108974,19581206,    0,    0
  2358,108974,19581207,    0,    0
  2358,108974,19581208,   80,    0
  2358,108974,19581209,   32,    0
  2358,108974,19581210,   57,    0
  2358,108974,19581211,   68,    0
  2358,108974,19581212,   57,    0
  2358,108974,19581213,   41,    0
  2358,108974,19581214,   56,    0
  2358,108974,19581215,   71,    0
  2358,108974,19581216,    2,    0
  2358,108974,19581217,    4,    0
  2358,108974,19581218,   17,    0
  2358,108974,19581219,   25,    0
  2358,108974,19581220,   65,    0
  2358,108974,19581221,   19,    0
  2358,108974,19581222,    5,    0
  2358,108974,19581223,    1,    0
  2358,108974,19581224,    0,    0
  2358,108974,19581225,    0,    0
  2358,108974,19581226,   53,    0
  2358,108974,19581227,   54,    0
  2358,108974,19581228,   10,    0
  2358,108974,19581229,   48,    0
  2358,108974,19581230,    0,    0
  2358,108974,19581231,   30,    0
  2358,108974,19590101,   93,    0
  2358,108974,19590102,   82,    0
  2358,108974,19590103,   68,    0
  2358,108974,19590104,   51,    0
  2358,108974,19590105,   42,    0
  2358,108974,19590106,  100,    0
  2358,108974,19590107,   73,    0
  2358,108974,19590108,   54,    0
  2358,108974,19590109,   32,    0
  2358,108974,19590110,   68,    0
  2358,108974,19590111,  104,    0
  2358,108974,19590112,   43,    0
  2358,108974,19590113,   45,    0
  2358,108974,19590114,   61,    0
  2358,108974,19590115,    5,    0
  2358,108974,19590116,    6,    0
  2358,108974,19590117,  140,    0
  2358,108974,19590118,   32,    0
  2358,108974,19590119,    4,    0
  2358,108974,19590120,   23,    0
  2358,108974,19590121,   39,    0
  2358,108974,19590122,   47,    0
  2358,108974,19590123,   25,    0
  2358,108974,19590124,    5,    0
  2358,108974,19590125,    6,    0
  2358,108974,19590126,    0,    0
  2358,108974,19590127,    0,    0
  2358,108974,19590128,    0,    0
  2358,108974,19590129,    1,    0
  2358,108974,19590130,   15,    0
  2358,108974,19590131,    0,    0
  2358,108974,19590201,    0,    0
  2358,108974,19590202,    0,    0
  2358,108974,19590203,    0,    0
  2358,108974,19590204,    0,    0
  2358,108974,19590205,    0,    0
  2358,108974,19590206,    0,    0
  2358,108974,19590207,    0,    0
  2358,108974,19590208,    0,    0
  2358,108974,19590209,    0,    0
  2358,108974,19590210,    0,    0
  2358,108974,19590211,    0,    0
  2358,108974,19590212,    0,    0
  2358,108974,19590213,    0,    0
  2358,108974,19590214,    0,    0
  2358,108974,19590215,    2,    0
  2358,108974,19590216,    0,    0
  2358,108974,19590217,    0,    0
  2358,108974,19590218,    0,    0
  2358,108974,19590219,    0,    0
  2358,108974,19590220,    0,    0
  2358,108974,19590221,   58,    0
  2358,108974,19590222,    0,    0
  2358,108974,19590223,    0,    0
  2358,108974,19590224,    0,    0
  2358,108974,19590225,    0,    0
  2358,108974,19590226,    0,    0
  2358,108974,19590227,    0,    0
  2358,108974,19590228,    0,    0
  2358,108974,19590301,    0,    0
  2358,108974,19590302,    0,    0
  2358,108974,19590303,    3,    0
  2358,108974,19590304,   27,    0
  2358,108974,19590305,   24,    0
  2358,108974,19590306,    3,    0
  2358,108974,19590307,   32,    0
  2358,108974,19590308,   10,    0
  2358,108974,19590309,    0,    0
  2358,108974,19590310,    0,    0
  2358,108974,19590311,   21,    0
  2358,108974,19590312,    0,    0
  2358,108974,19590313,    0,    0
  2358,108974,19590314,    3,    0
  2358,108974,19590315,   98,    0
  2358,108974,19590316,    0,    0
  2358,108974,19590317,    0,    0
  2358,108974,19590318,    0,    0
  2358,108974,19590319,    0,    0
  2358,108974,19590320,   84,    0
  2358,108974,19590321,    5,    0
  2358,108974,19590322,   40,    0
  2358,108974,19590323,    0,    0
  2358,108974,19590324,   10,    0
  2358,108974,19590325,   70,    0
  2358,108974,19590326,    0,    0
  2358,108974,19590327,   29,    0
  2358,108974,19590328,    0,    0
  2358,108974,19590329,   65,    0
  2358,108974,19590330,   54,    0
  2358,108974,19590331,    0,    0
  2358,108974,19590401,   14,    0
  2358,108974,19590402,    1,    0
  2358,108974,19590403,    1,    0
  2358,108974,19590404,    0,    0
  2358,108974,19590405,    0,    0
  2358,108974,19590406,   57,    0
  2358,108974,19590407,   31,    0
  2358,108974,19590408,   33,    0
  2358,108974,19590409,   43,    0
  2358,108974,19590410,   37,    0
  2358,108974,19590411,   22,    0
  2358,108974,19590412,    6,    0
  2358,108974,19590413,    0,    0
  2358,108974,19590414,    0,    0
  2358,108974,19590415,   12,    0
  2358,108974,19590416,  203,    0
  2358,108974,19590417,    0,    0
  2358,108974,19590418,    0,    0
  2358,108974,19590419,    0,    0
  2358,108974,19590420,    0,    0
  2358,108974,19590421,    0,    0
  2358,108974,19590422,    0,    0
  2358,108974,19590423,    0,    0
  2358,108974,19590424,    0,    0
  2358,108974,19590425,   41,    0
  2358,108974,19590426,   37,    0
  2358,108974,19590427,   43,    0
  2358,108974,19590428,    6,    0
  2358,108974,19590429,  147,    0
  2358,108974,19590430,    8,    0
  2358,108974,19590501,    0,    0
  2358,108974,19590502,    0,    0
  2358,108974,19590503,  118,    0
  2358,108974,19590504,    0,    0
  2358,108974,19590505,    0,    0
  2358,108974,19590506,    0,    0
  2358,108974,19590507,    0,    0
  2358,108974,19590508,    0,    0
  2358,108974,19590509,    0,    0
  2358,108974,19590510,    0,    0
  2358,108974,19590511,    0,    0
  2358,108974,19590512,    0,    0
  2358,108974,19590513,    0,    0
  2358,108974,19590514,    0,    0
  2358,108974,19590515,    0,    0
  2358,108974,19590516,    0,    0
  2358,108974,19590517,    0,    0
  2358,108974,19590518,    0,    0
  2358,108974,19590519,   52,    0
  2358,108974,19590520,    0,    0
  2358,108974,19590521,    0,    0
  2358,108974,19590522,    0,    0
  2358,108974,19590523,    0,    0
  2358,108974,19590524,    0,    0
  2358,108974,19590525,    0,    0
  2358,108974,19590526,    1,    0
  2358,108974,19590527,    2,    0
  2358,108974,19590528,    8,    0
  2358,108974,19590529,    5,    0
  2358,108974,19590530,    0,    0
  2358,108974,19590531,    0,    0
  2358,108974,19590601,    5,    0
  2358,108974,19590602,    0,    0
  2358,108974,19590603,    0,    0
  2358,108974,19590604,    0,    0
  2358,108974,19590605,   12,    0
  2358,108974,19590606,    0,    0
  2358,108974,19590607,    0,    0
  2358,108974,19590608,   96,    0
  2358,108974,19590609,    0,    0
  2358,108974,19590610,    1,    0
  2358,108974,19590611,    0,    0
  2358,108974,19590612,    0,    0
  2358,108974,19590613,    0,    0
  2358,108974,19590614,    0,    0
  2358,108974,19590615,    0,    0
  2358,108974,19590616,    0,    0
  2358,108974,19590617,    0,    0
  2358,108974,19590618,    0,    0
  2358,108974,19590619,    0,    0
  2358,108974,19590620,    0,    0
  2358,108974,19590621,    0,    0
  2358,108974,19590622,    0,    0
  2358,108974,19590623,    0,    0
  2358,108974,19590624,    0,    0
  2358,108974,19590625,    0,    0
  2358,108974,19590626,  117,    0
  2358,108974,19590627,   49,    0
  2358,108974,19590628,    1,    0
  2358,108974,19590629,   24,    0
  2358,108974,19590630,   55,    0
  2358,108974,19590701,   52,    0
  2358,108974,19590702,   26,    0
  2358,108974,19590703,    0,    0
  2358,108974,19590704,    0,    0
  2358,108974,19590705,    0,    0
  2358,108974,19590706,    0,    0
  2358,108974,19590707,    0,    0
  2358,108974,19590708,    0,    0
  2358,108974,19590709,  143,    0
  2358,108974,19590710,    2,    0
  2358,108974,19590711,    0,    0
  2358,108974,19590712,   25,    0
  2358,108974,19590713,    0,    0
  2358,108974,19590714,    0,    0
  2358,108974,19590715,    0,    0
  2358,108974,19590716,    0,    0
  2358,108974,19590717,    0,    0
  2358,108974,19590718,    0,    0
  2358,108974,19590719,    0,    0
  2358,108974,19590720,    0,    0
  2358,108974,19590721,    0,    0
  2358,108974,19590722,    0,    0
  2358,108974,19590723,    0,    0
  2358,108974,19590724,    0,    0
  2358,108974,19590725,    0,    0
  2358,108974,19590726,    3,    0
  2358,108974,19590727,    3,    0
  2358,108974,19590728,   32,    0
  2358,108974,19590729,   50,    0
  2358,108974,19590730,  256,    0
  2358,108974,19590731,  134,    0
  2358,108974,19590801,    8,    0
  2358,108974,19590802,    9,    0
  2358,108974,19590803,   30,    0
  2358,108974,19590804,    0,    0
  2358,108974,19590805,   15,    0
  2358,108974,19590806,    0,    0
  2358,108974,19590807,    0,    0
  2358,108974,19590808,   19,    0
  2358,108974,19590809,    1,    0
  2358,108974,19590810,   17,    0
  2358,108974,19590811,   70,    0
  2358,108974,19590812,   59,    0
  2358,108974,19590813,    4,    0
  2358,108974,19590814,    0,    0
  2358,108974,19590815,    0,    0
  2358,108974,19590816,    0,    0
  2358,108974,19590817,    0,    0
  2358,108974,19590818,    0,    0
  2358,108974,19590819,    0,    0
  2358,108974,19590820,    0,    0
  2358,108974,19590821,    0,    0
  2358,108974,19590822,    0,    0
  2358,108974,19590823,    0,    0
  2358,108974,19590824,    0,    0
  2358,108974,19590825,    0,    0
  2358,108974,19590826,    0,    0
  2358,108974,19590827,    0,    0
  2358,108974,19590828,    0,    0
  2358,108974,19590829,   17,    0
  2358,108974,19590830,    0,    0
  2358,108974,19590831,    0,    0
  2358,108974,19590901,    0,    0
  2358,108974,19590902,    0,    0
  2358,108974,19590903,    0,    0
  2358,108974,19590904,    0,    0
  2358,108974,19590905,    0,    0
  2358,108974,19590906,    0,    0
  2358,108974,19590907,    0,    0
  2358,108974,19590908,    0,    0
  2358,108974,19590909,    0,    0
  2358,108974,19590910,    0,    0
  2358,108974,19590911,    0,    0
  2358,108974,19590912,    1,    0
  2358,108974,19590913,    0,    0
  2358,108974,19590914,    0,    0
  2358,108974,19590915,    0,    0
  2358,108974,19590916,    0,    0
  2358,108974,19590917,    0,    0
  2358,108974,19590918,    1,    0
  2358,108974,19590919,    0,    0
  2358,108974,19590920,    0,    0
  2358,108974,19590921,   22,    0
  2358,108974,19590922,    1,    0
  2358,108974,19590923,    0,    0
  2358,108974,19590924,    0,    0
  2358,108974,19590925,    0,    0
  2358,108974,19590926,   11,    0
  2358,108974,19590927,    0,    0
  2358,108974,19590928,    0,    0
  2358,108974,19590929,    0,    0
  2358,108974,19590930,    0,    0
  2358,108974,19591001,    0,    0
  2358,108974,19591002,    0,    0
  2358,108974,19591003,    0,    0
  2358,108974,19591004,    0,    0
  2358,108974,19591005,    0,    0
  2358,108974,19591006,    0,    0
  2358,108974,19591007,    0,    0
  2358,108974,19591008,    0,    0
  2358,108974,19591009,    0,    0
  2358,108974,19591010,    0,    0
  2358,108974,19591011,    0,    0
  2358,108974,19591012,    0,    0
  2358,108974,19591013,    0,    0
  2358,108974,19591014,    0,    0
  2358,108974,19591015,    0,    0
  2358,108974,19591016,    0,    0
  2358,108974,19591017,    0,    0
  2358,108974,19591018,   31,    0
  2358,108974,19591019,   63,    0
  2358,108974,19591020,    3,    0
  2358,108974,19591021,  105,    0
  2358,108974,19591022,    8,    0
  2358,108974,19591023,    0,    0
  2358,108974,19591024,  113,    0
  2358,108974,19591025,    4,    0
  2358,108974,19591026,  147,    0
  2358,108974,19591027,  169,    0
  2358,108974,19591028,   34,    0
  2358,108974,19591029,   37,    0
  2358,108974,19591030,  216,    0
  2358,108974,19591031,   12,    0
  2358,108974,19591101,    4,    0
  2358,108974,19591102,    0,    0
  2358,108974,19591103,   18,    0
  2358,108974,19591104,   37,    0
  2358,108974,19591105,    2,    0
  2358,108974,19591106,    1,    0
  2358,108974,19591107,    0,    0
  2358,108974,19591108,    0,    0
  2358,108974,19591109,  205,    0
  2358,108974,19591110,   50,    0
  2358,108974,19591111,   17,    0
  2358,108974,19591112,    0,    0
  2358,108974,19591113,   50,    0
  2358,108974,19591114,    0,    0
  2358,108974,19591115,    0,    0
  2358,108974,19591116,    2,    0
  2358,108974,19591117,   43,    0
  2358,108974,19591118,   24,    0
  2358,108974,19591119,    0,    0
  2358,108974,19591120,    0,    0
  2358,108974,19591121,    0,    0
  2358,108974,19591122,    2,    0
  2358,108974,19591123,    3,    0
  2358,108974,19591124,    3,    0
  2358,108974,19591125,    0,    0
  2358,108974,19591126,  122,    0
  2358,108974,19591127,   11,    0
  2358,108974,19591128,    0,    0
  2358,108974,19591129,    0,    0
  2358,108974,19591130,   14,    0
  2358,108974,19591201,    0,    0
  2358,108974,19591202,   15,    0
  2358,108974,19591203,   18,    0
  2358,108974,19591204,   39,    0
  2358,108974,19591205,    0,    0
  2358,108974,19591206,    0,    0
  2358,108974,19591207,   24,    0
  2358,108974,19591208,   42,    0
  2358,108974,19591209,    0,    0
  2358,108974,19591210,    0,    0
  2358,108974,19591211,    0,    0
  2358,108974,19591212,    0,    0
  2358,108974,19591213,    0,    0
  2358,108974,19591214,   26,    0
  2358,108974,19591215,    0,    0
  2358,108974,19591216,   11,    0
  2358,108974,19591217,   56,    0
  2358,108974,19591218,   81,    0
  2358,108974,19591219,   67,    0
  2358,108974,19591220,   47,    0
  2358,108974,19591221,   48,    0
  2358,108974,19591222,   57,    0
  2358,108974,19591223,   22,    0
  2358,108974,19591224,   46,    0
  2358,108974,19591225,   84,    0
  2358,108974,19591226,   46,    0
  2358,108974,19591227,   55,    0
  2358,108974,19591228,   61,    0
  2358,108974,19591229,   35,    0
  2358,108974,19591230,    0,    0
  2358,108974,19591231,    1,    0
  2358,108974,19600101,   41,    0
  2358,108974,19600102,    9,    0
  2358,108974,19600103,    2,    0
  2358,108974,19600104,   16,    0
  2358,108974,19600105,   40,    0
  2358,108974,19600106,    5,    0
  2358,108974,19600107,   17,    0
  2358,108974,19600108,   17,    0
  2358,108974,19600109,    0,    0
  2358,108974,19600110,   50,    0
  2358,108974,19600111,    3,    0
  2358,108974,19600112,    0,    0
  2358,108974,19600113,   20,    0
  2358,108974,19600114,   12,    0
  2358,108974,19600115,    0,    0
  2358,108974,19600116,   35,    0
  2358,108974,19600117,   46,    0
  2358,108974,19600118,   11,    0
  2358,108974,19600119,   54,    0
  2358,108974,19600120,    5,    0
  2358,108974,19600121,   33,    0
  2358,108974,19600122,    0,    0
  2358,108974,19600123,   44,    0
  2358,108974,19600124,   29,    0
  2358,108974,19600125,   82,    0
  2358,108974,19600126,    3,    0
  2358,108974,19600127,   67,    0
  2358,108974,19600128,   15,    0
  2358,108974,19600129,  174,    0
  2358,108974,19600130,  105,    0
  2358,108974,19600131,   35,    0
  2358,108974,19600201,    0,    0
  2358,108974,19600202,    5,    0
  2358,108974,19600203,   20,    0
  2358,108974,19600204,    6,    0
  2358,108974,19600205,   38,    0
  2358,108974,19600206,    0,    0
  2358,108974,19600207,    0,    0
  2358,108974,19600208,    0,    0
  2358,108974,19600209,    0,    0
  2358,108974,19600210,   78,    0
  2358,108974,19600211,    4,    0
  2358,108974,19600212,    0,    0
  2358,108974,19600213,    0,    0
  2358,108974,19600214,  108,    0
  2358,108974,19600215,    4,    0
  2358,108974,19600216,    6,    0
  2358,108974,19600217,    0,    0
  2358,108974,19600218,    0,    0
  2358,108974,19600219,    2,    0
  2358,108974,19600220,   44,    0
  2358,108974,19600221,    0,    0
  2358,108974,19600222,   43,    0
  2358,108974,19600223,    4,    0
  2358,108974,19600224,    0,    0
  2358,108974,19600225,   35,    0
  2358,108974,19600226,   65,    0
  2358,108974,19600227,    4,    0
  2358,108974,19600228,    0,    0
  2358,108974,19600229,    0,    0
  2358,108974,19600301,   35,    0
  2358,108974,19600302,   23,    0
  2358,108974,19600303,   16,    0
  2358,108974,19600304,    0,    0
  2358,108974,19600305,    0,    0
  2358,108974,19600306,    0,    0
  2358,108974,19600307,    0,    0
  2358,108974,19600308,    0,    0
  2358,108974,19600309,   37,    0
  2358,108974,19600310,    7,    0
  2358,108974,19600311,    0,    0
  2358,108974,19600312,   43,    0
  2358,108974,19600313,    0,    0
  2358,108974,19600314,   13,    0
  2358,108974,19600315,    0,    0
  2358,108974,19600316,    0,    0
  2358,108974,19600317,    0,    0
  2358,108974,19600318,    0,    0
  2358,108974,19600319,    0,    0
  2358,108974,19600320,    0,    0
  2358,108974,19600321,    0,    0
  2358,108974,19600322,    0,    0
  2358,108974,19600323,    0,    0
  2358,108974,19600324,    0,    0
  2358,108974,19600325,    7,    0
  2358,108974,19600326,    9,    0
  2358,108974,19600327,   12,    0
  2358,108974,19600328,    8,    0
  2358,108974,19600329,    5,    0
  2358,108974,19600330,    6,    0
  2358,108974,19600331,    3,    0
  2358,108974,19600401,    0,    0
  2358,108974,19600402,    0,    0
  2358,108974,19600403,    1,    0
  2358,108974,19600404,    4,    0
  2358,108974,19600405,    0,    0
  2358,108974,19600406,    8,    0
  2358,108974,19600407,  223,    0
  2358,108974,19600408,    0,    0
  2358,108974,19600409,    6,    0
  2358,108974,19600410,   10,    0
  2358,108974,19600411,    0,    0
  2358,108974,19600412,   20,    0
  2358,108974,19600413,   13,    0
  2358,108974,19600414,    0,    0
  2358,108974,19600415,    0,    0
  2358,108974,19600416,    4,    0
  2358,108974,19600417,    0,    0
  2358,108974,19600418,    2,    0
  2358,108974,19600419,    0,    0
  2358,108974,19600420,    0,    0
  2358,108974,19600421,    0,    0
  2358,108974,19600422,    0,    0
  2358,108974,19600423,    0,    0
  2358,108974,19600424,    2,    0
  2358,108974,19600425,   14,    0
  2358,108974,19600426,    0,    0
  2358,108974,19600427,    3,    0
  2358,108974,19600428,    1,    0
  2358,108974,19600429,    2,    0
  2358,108974,19600430,    3,    0
  2358,108974,19600501,    0,    0
  2358,108974,19600502,    7,    0
  2358,108974,19600503,    0,    0
  2358,108974,19600504,    0,    0
  2358,108974,19600505,    0,    0
  2358,108974,19600506,    0,    0
  2358,108974,19600507,    0,    0
  2358,108974,19600508,    0,    0
  2358,108974,19600509,    0,    0
  2358,108974,19600510,    0,    0
  2358,108974,19600511,    0,    0
  2358,108974,19600512,    4,    0
  2358,108974,19600513,  139,    0
  2358,108974,19600514,    3,    0
  2358,108974,19600515,    0,    0
  2358,108974,19600516,    0,    0
  2358,108974,19600517,    0,    0
  2358,108974,19600518,    0,    0
  2358,108974,19600519,    2,    0
  2358,108974,19600520,    0,    0
  2358,108974,19600521,  135,    0
  2358,108974,19600522,    0,    0
  2358,108974,19600523,   94,    0
  2358,108974,19600524,    2,    0
  2358,108974,19600525,    0,    0
  2358,108974,19600526,    0,    0
  2358,108974,19600527,    0,    0
  2358,108974,19600528,    0,    0
  2358,108974,19600529,    0,    0
  2358,108974,19600530,    0,    0
  2358,108974,19600531,    0,    0
  2358,108974,19600601,    0,    0
  2358,108974,19600602,    0,    0
  2358,108974,19600603,    0,    0
  2358,108974,19600604,    0,    0
  2358,108974,19600605,    0,    0
  2358,108974,19600606,   91,    0
  2358,108974,19600607,    0,    0
  2358,108974,19600608,   58,    0
  2358,108974,19600609,  193,    0
  2358,108974,19600610,   28,    0
  2358,108974,19600611,   12,    0
  2358,108974,19600612,    4,    0
  2358,108974,19600613,    3,    0
  2358,108974,19600614,   12,    0
  2358,108974,19600615,    0,    0
  2358,108974,19600616,    0,    0
  2358,108974,19600617,    0,    0
  2358,108974,19600618,   12,    0
  2358,108974,19600619,    0,    0
  2358,108974,19600620,    5,    0
  2358,108974,19600621,    1,    0
  2358,108974,19600622,    0,    0
  2358,108974,19600623,    0,    0
  2358,108974,19600624,    8,    0
  2358,108974,19600625,    0,    0
  2358,108974,19600626,    0,    0
  2358,108974,19600627,    0,    0
  2358,108974,19600628,   69,    0
  2358,108974,19600629,   60,    0
  2358,108974,19600630,   46,    0
  2358,108974,19600701,    1,    0
  2358,108974,19600702,    0,    0
  2358,108974,19600703,    0,    0
  2358,108974,19600704,    0,    0
  2358,108974,19600705,   69,    0
  2358,108974,19600706,   14,    0
  2358,108974,19600707,    0,    0
  2358,108974,19600708,  214,    0
  2358,108974,19600709,   50,    0
  2358,108974,19600710,   92,    0
  2358,108974,19600711,  100,    0
  2358,108974,19600712,    0,    0
  2358,108974,19600713,    7,    0
  2358,108974,19600714,    0,    0
  2358,108974,19600715,    0,    0
  2358,108974,19600716,    0,    0
  2358,108974,19600717,   40,    0
  2358,108974,19600718,   78,    0
  2358,108974,19600719,   80,    0
  2358,108974,19600720,  199,    0
  2358,108974,19600721,   63,    0
  2358,108974,19600722,    8,    0
  2358,108974,19600723,    0,    0
  2358,108974,19600724,    2,    0
  2358,108974,19600725,    2,    0
  2358,108974,19600726,   90,    0
  2358,108974,19600727,    0,    0
  2358,108974,19600728,   25,    0
  2358,108974,19600729,    0,    0
  2358,108974,19600730,   92,    0
  2358,108974,19600731,    3,    0
  2358,108974,19600801,    0,    0
  2358,108974,19600802,    0,    0
  2358,108974,19600803,    0,    0
  2358,108974,19600804,    0,    0
  2358,108974,19600805,    0,    0
  2358,108974,19600806,   45,    0
  2358,108974,19600807,    0,    0
  2358,108974,19600808,  209,    0
  2358,108974,19600809,  150,    0
  2358,108974,19600810,  196,    0
  2358,108974,19600811,  122,    0
  2358,108974,19600812,  179,    0
  2358,108974,19600813,    0,    0
  2358,108974,19600814,   63,    0
  2358,108974,19600815,   95,    0
  2358,108974,19600816,    3,    0
  2358,108974,19600817,   18,    0
  2358,108974,19600818,  106,    0
  2358,108974,19600819,  106,    0
  2358,108974,19600820,   34,    0
  2358,108974,19600821,    0,    0
  2358,108974,19600822,    0,    0
  2358,108974,19600823,   38,    0
  2358,108974,19600824,   30,    0
  2358,108974,19600825,   46,    0
  2358,108974,19600826,   34,    0
  2358,108974,19600827,    0,    0
  2358,108974,19600828,    3,    0
  2358,108974,19600829,  142,    0
  2358,108974,19600830,  108,    0
  2358,108974,19600831,   31,    0
  2358,108974,19600901,    4,    0
  2358,108974,19600902,   13,    0
  2358,108974,19600903,   41,    0
  2358,108974,19600904,   14,    0
  2358,108974,19600905,   15,    0
  2358,108974,19600906,    5,    0
  2358,108974,19600907,    0,    0
  2358,108974,19600908,    0,    0
  2358,108974,19600909,    0,    0
  2358,108974,19600910,    0,    0
  2358,108974,19600911,    0,    0
  2358,108974,19600912,    1,    0
  2358,108974,19600913,    0,    0
  2358,108974,19600914,   15,    0
  2358,108974,19600915,   35,    0
  2358,108974,19600916,    1,    0
  2358,108974,19600917,    4,    0
  2358,108974,19600918,    1,    0
  2358,108974,19600919,  102,    0
  2358,108974,19600920,   13,    0
  2358,108974,19600921,   41,    0
  2358,108974,19600922,    7,    0
  2358,108974,19600923,   15,    0
  2358,108974,19600924,    0,    0
  2358,108974,19600925,    0,    0
  2358,108974,19600926,    0,    0
  2358,108974,19600927,    0,    0
  2358,108974,19600928,    0,    0
  2358,108974,19600929,    0,    0
  2358,108974,19600930,   11,    0
  2358,108974,19601001,    0,    0
  2358,108974,19601002,   13,    0
  2358,108974,19601003,   54,    0
  2358,108974,19601004,   42,    0
  2358,108974,19601005,   18,    0
  2358,108974,19601006,   11,    0
  2358,108974,19601007,    0,    0
  2358,108974,19601008,   18,    0
  2358,108974,19601009,   38,    0
  2358,108974,19601010,  118,    0
  2358,108974,19601011,  574,    0
  2358,108974,19601012,  263,    0
  2358,108974,19601013,   94,    0
  2358,108974,19601014,    8,    0
  2358,108974,19601015,    0,    0
  2358,108974,19601016,    0,    0
  2358,108974,19601017,   28,    0
  2358,108974,19601018,   33,    0
